student_id,name,department,semester,cgpa,tenth_percentage,twelfth_percentage,backlogs,python_score,java_score,sql_score,dsa_score,cloud_score,web_score,ml_score,cybersecurity_score,certifications,project_count,project_complexity,internships,opensource_projects,quantitative_aptitude,logical_aptitude,coding_score,communication_score,presentation_score,interview_score,hackathons,leadership,target_role,placed,data_source,profile_completeness,evidence_confidence
ST04245,Student ST04245,CSE,7,6.12,66.9,62.3,1,3.8,6.3,3.0,5.9,1.0,4.1,1.0,3.5,0,5,1,0,0,4.0,3.1,4.0,6.8,6.9,5.2,0,0,Full-Stack Developer,0,SYNTHETIC,86.9,70.1
ST04246,Student ST04246,CSE,8,6.46,68.5,73.1,0,4.6,5.8,6.7,7.7,2.7,5.8,2.8,2.5,0,3,2,1,1,8.6,7.4,6.9,6.2,5.3,7.9,3,0,Full-Stack Developer,0,SYNTHETIC,76.0,91.9
ST04247,Student ST04247,CSE,8,7.35,76.5,75.0,0,2.2,4.9,4.9,3.5,2.3,3.6,3.7,1.6,2,1,1,1,1,6.3,5.9,1.8,7.6,7.3,3.6,2,0,Full-Stack Developer,0,SYNTHETIC,83.4,72.2
ST04248,Student ST04248,ISE,7,7.38,80.0,79.3,0,4.4,5.5,5.0,5.1,3.0,3.4,4.9,2.9,1,1,1,1,0,7.3,7.6,4.1,6.0,4.9,4.7,0,0,QA Specialist,1,SYNTHETIC,83.8,91.6
ST04249,Student ST04249,CSE,8,9.87,93.9,94.6,0,6.4,7.5,7.9,5.9,5.0,6.0,4.4,3.7,2,4,2,2,1,5.3,8.5,5.1,6.2,7.7,5.4,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,81.9,71.6
ST04250,Student ST04250,CSE,8,6.52,65.5,70.3,0,1.4,4.1,1.6,3.5,3.5,3.0,1.0,1.6,0,2,1,0,0,5.6,6.7,3.4,6.7,6.1,3.5,1,0,QA Specialist,0,SYNTHETIC,84.2,93.3
ST04251,Student ST04251,ISE,7,7.39,69.2,75.1,0,5.3,4.1,5.3,6.2,4.9,5.0,3.2,1.0,2,4,2,0,0,4.0,6.4,5.0,5.6,4.5,7.3,1,0,Cloud/DevOps Engineer,0,SYNTHETIC,93.9,80.8
ST04252,Student ST04252,Mechanical,7,7.08,69.9,73.8,0,4.8,5.1,5.1,4.9,5.0,4.7,1.6,3.6,1,3,1,1,1,6.2,6.0,3.3,6.4,6.5,4.8,0,0,Data Analyst,1,SYNTHETIC,76.1,92.0
ST04253,Student ST04253,ECE,7,7.17,72.1,71.1,0,5.0,3.6,5.1,4.0,1.1,4.2,3.8,3.7,1,2,1,0,0,6.3,7.3,4.0,6.6,7.3,4.4,0,0,Data Analyst,0,SYNTHETIC,88.8,69.7
ST04254,Student ST04254,CSE,8,6.59,65.1,71.0,0,3.6,4.6,5.7,3.1,2.4,2.2,1.0,2.1,0,4,1,0,0,7.1,6.9,3.3,8.1,8.8,4.3,2,1,Cloud/DevOps Engineer,1,SYNTHETIC,81.3,63.2
ST04255,Student ST04255,CSE,8,5.34,57.3,65.3,0,4.0,3.3,4.5,2.7,5.0,4.7,3.3,3.7,0,3,1,0,0,3.1,5.5,3.5,4.5,4.8,4.7,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,76.0,80.7
ST04256,Student ST04256,ECE,8,6.78,79.1,62.5,0,3.3,5.0,5.5,3.8,3.9,5.2,4.8,1.0,0,2,1,0,2,7.7,5.3,2.8,5.3,3.8,5.2,2,0,QA Specialist,0,SYNTHETIC,84.9,78.9
ST04257,Student ST04257,ISE,8,7.35,73.9,72.1,0,6.5,3.4,4.6,4.2,4.5,3.9,4.5,4.3,1,3,2,0,0,6.6,5.2,4.6,7.6,8.0,6.1,0,0,Data Analyst,1,SYNTHETIC,79.8,89.3
ST04258,Student ST04258,CSE,7,7.95,82.5,80.4,0,6.5,6.3,4.8,6.5,3.2,3.7,5.0,3.1,0,1,2,0,0,6.2,3.9,7.3,6.6,8.9,6.4,0,0,Data Analyst,0,SYNTHETIC,78.2,90.7
ST04259,Student ST04259,Mechanical,8,7.55,76.5,73.1,0,3.1,8.3,6.5,6.2,3.4,3.3,1.6,5.1,3,3,1,0,0,6.2,7.1,5.4,7.0,7.3,6.1,0,0,QA Specialist,1,SYNTHETIC,92.1,87.8
ST04260,Student ST04260,ISE,7,7.72,68.0,70.1,0,4.0,3.7,5.1,4.8,1.2,5.2,3.4,2.1,3,2,1,0,1,6.7,6.8,2.8,6.7,6.9,4.4,2,0,AI/ML Engineer,1,SYNTHETIC,98.6,87.9
ST04261,Student ST04261,CSE,7,6.71,70.2,67.9,0,4.3,5.1,6.8,5.9,1.0,2.9,2.2,3.3,1,6,1,0,0,6.1,5.3,5.4,7.6,7.5,3.0,0,0,Full-Stack Developer,0,SYNTHETIC,85.4,92.8
ST04262,Student ST04262,ISE,7,7.49,74.5,77.9,0,6.4,5.9,5.2,4.5,3.5,4.7,1.0,5.9,4,1,2,2,0,8.4,6.0,4.3,4.8,4.1,6.0,0,0,AI/ML Engineer,1,SYNTHETIC,98.4,78.1
ST04263,Student ST04263,Mechanical,7,6.99,64.4,69.3,0,2.6,3.7,3.5,4.7,3.5,4.7,4.5,2.4,0,2,1,0,0,5.3,6.8,2.8,6.9,5.4,4.9,1,0,Cybersecurity Specialist,1,SYNTHETIC,78.1,62.1
ST04264,Student ST04264,Mechanical,8,8.32,81.0,77.2,0,4.8,4.9,4.7,6.3,3.2,4.8,1.6,4.7,0,4,2,2,0,7.6,7.8,5.2,6.8,7.2,4.7,0,0,QA Specialist,1,SYNTHETIC,79.2,93.4
ST04265,Student ST04265,CSE,8,6.1,68.5,69.5,1,6.0,3.9,4.8,5.1,5.0,4.6,3.0,6.0,0,3,2,1,0,5.4,5.9,6.5,5.2,4.5,5.2,0,0,AI/ML Engineer,0,SYNTHETIC,89.3,94.8
ST04266,Student ST04266,ISE,7,7.23,76.0,75.7,0,4.6,2.0,4.8,4.0,1.0,3.8,6.3,3.6,0,3,1,0,0,5.7,6.2,3.8,7.5,6.8,5.9,0,1,QA Specialist,1,SYNTHETIC,89.7,64.2
ST04267,Student ST04267,ISE,7,6.55,69.7,71.6,0,4.4,4.3,4.1,5.1,2.5,6.0,1.0,2.0,1,4,1,0,0,6.7,6.3,4.9,6.6,5.8,4.6,0,0,Cybersecurity Specialist,0,SYNTHETIC,90.8,75.5
ST04268,Student ST04268,Mechanical,8,6.13,58.6,70.6,0,3.1,4.6,4.8,4.6,4.0,2.4,4.2,1.0,0,1,1,0,0,4.8,6.6,3.1,8.3,8.6,5.6,1,0,QA Specialist,1,SYNTHETIC,91.9,64.3
ST04269,Student ST04269,ECE,7,7.8,82.3,77.9,0,1.6,2.6,6.0,5.4,4.2,2.2,3.3,1.0,1,1,1,0,0,7.4,7.1,3.6,3.9,3.6,3.7,1,0,Cloud/DevOps Engineer,0,SYNTHETIC,79.3,85.7
ST04270,Student ST04270,CSE,8,7.93,82.7,80.8,0,5.6,4.3,7.9,6.5,4.6,7.5,2.2,2.4,2,1,2,2,1,7.1,7.1,6.4,4.8,4.5,4.6,0,0,QA Specialist,1,SYNTHETIC,95.3,65.2
ST04271,Student ST04271,ISE,7,7.0,75.4,72.1,1,4.3,5.2,5.2,4.0,5.1,2.7,5.0,1.0,1,2,1,0,0,6.4,5.8,3.9,6.9,7.4,5.0,2,0,Data Analyst,0,SYNTHETIC,78.7,80.9
ST04272,Student ST04272,ISE,8,5.85,57.8,60.8,0,1.9,5.2,4.1,5.9,3.8,7.2,3.3,5.2,1,3,1,0,0,5.4,6.1,5.5,8.7,8.6,5.9,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,96.9,87.1
ST04273,Student ST04273,CSE,7,6.56,64.7,70.1,0,4.3,3.3,3.3,2.6,6.0,4.1,1.0,5.8,0,3,1,0,0,5.7,6.6,2.6,7.7,8.2,4.8,0,1,Full-Stack Developer,0,SYNTHETIC,78.9,85.1
ST04274,Student ST04274,Mechanical,8,8.24,74.4,82.6,0,6.2,6.2,6.0,8.5,4.9,7.3,4.0,2.3,1,2,2,1,1,7.5,4.3,8.2,5.7,4.4,7.8,0,0,Cybersecurity Specialist,1,SYNTHETIC,98.4,93.7
ST04275,Student ST04275,ECE,8,6.63,64.7,64.6,0,2.7,3.6,2.9,3.2,1.7,3.3,3.4,1.1,2,1,1,1,1,5.3,7.9,2.0,8.7,7.5,5.7,0,0,QA Specialist,1,SYNTHETIC,80.6,70.8
ST04276,Student ST04276,ECE,8,7.79,73.7,69.1,0,4.9,5.7,7.1,5.2,5.3,5.6,1.0,3.8,2,3,1,1,0,7.7,6.4,3.8,4.0,2.7,4.6,1,0,AI/ML Engineer,1,SYNTHETIC,77.8,68.9
ST04277,Student ST04277,ISE,8,7.23,70.4,72.8,0,4.5,7.2,4.9,7.1,4.7,2.2,1.2,1.0,2,1,2,0,0,5.4,6.1,6.8,7.5,7.6,5.8,0,0,Full-Stack Developer,1,SYNTHETIC,78.7,67.1
ST04278,Student ST04278,CSE,7,7.46,77.4,76.7,0,6.1,3.5,5.5,7.6,1.0,4.8,2.6,2.7,2,1,2,1,0,7.1,4.5,6.8,6.9,8.0,6.1,0,0,QA Specialist,1,SYNTHETIC,91.9,61.3
ST04279,Student ST04279,CSE,7,7.0,77.9,73.4,1,6.4,5.0,3.9,4.2,2.6,7.9,3.8,2.6,1,3,2,1,1,3.1,5.9,5.7,8.6,7.2,6.5,2,1,QA Specialist,0,SYNTHETIC,82.5,76.4
ST04280,Student ST04280,ISE,8,8.6,82.5,83.2,0,3.3,4.6,5.8,5.8,3.1,5.7,6.0,2.6,1,4,1,0,0,7.7,5.9,3.6,5.2,6.6,4.1,1,0,Cybersecurity Specialist,1,SYNTHETIC,92.8,90.6
ST04281,Student ST04281,CSE,7,6.49,73.4,66.8,0,4.1,5.9,6.4,4.3,4.8,2.9,1.9,4.1,1,2,1,0,1,6.5,7.8,3.7,3.7,2.7,4.5,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,90.9,78.8
ST04282,Student ST04282,Mechanical,7,7.09,74.5,73.1,0,4.3,4.7,4.4,4.3,3.8,5.8,2.6,3.3,4,4,1,0,1,4.2,8.1,4.9,4.5,4.2,3.6,1,0,Full-Stack Developer,1,SYNTHETIC,86.3,60.5
ST04283,Student ST04283,CSE,8,8.2,80.6,77.9,0,6.0,4.1,5.5,5.5,4.0,6.5,4.4,3.9,0,2,2,0,3,7.5,5.8,5.8,8.2,6.7,5.7,0,0,AI/ML Engineer,0,SYNTHETIC,75.1,84.2
ST04284,Student ST04284,CSE,7,7.75,88.9,75.5,0,5.3,6.2,6.3,3.8,3.9,3.9,2.3,4.1,1,1,1,1,0,6.7,5.0,3.6,5.4,4.4,4.3,0,0,QA Specialist,0,SYNTHETIC,98.1,92.8
ST04285,Student ST04285,CSE,8,8.61,88.4,90.0,0,6.1,6.0,6.4,4.8,4.7,6.0,3.9,3.5,2,1,2,1,0,7.3,7.4,4.8,7.0,6.0,4.7,0,0,Cybersecurity Specialist,1,SYNTHETIC,79.8,83.2
ST04286,Student ST04286,CSE,7,8.02,80.6,80.1,0,4.7,4.0,2.5,3.5,2.5,3.9,2.5,1.0,1,2,1,1,1,7.3,6.9,4.2,7.2,9.1,7.6,1,1,Full-Stack Developer,1,SYNTHETIC,92.2,94.8
ST04287,Student ST04287,Mechanical,8,7.46,77.9,72.4,0,6.9,7.6,5.6,2.3,7.2,4.5,3.8,6.3,3,3,1,0,0,7.5,6.3,3.6,6.5,4.2,4.6,1,0,Data Analyst,1,SYNTHETIC,86.2,85.3
ST04288,Student ST04288,ISE,7,6.67,69.8,66.1,0,2.5,1.7,4.5,2.2,3.3,2.1,2.4,2.5,0,1,1,0,0,5.9,6.4,3.0,5.2,5.7,2.1,0,0,AI/ML Engineer,1,SYNTHETIC,90.1,63.5
ST04289,Student ST04289,CSE,7,8.21,80.9,77.4,0,6.8,6.4,9.8,6.4,2.1,8.3,3.0,7.1,2,1,2,2,1,6.8,8.1,6.0,4.4,3.8,6.0,1,0,AI/ML Engineer,1,SYNTHETIC,84.9,86.8
ST04290,Student ST04290,ISE,7,7.19,73.7,69.5,0,3.9,4.9,3.8,5.1,1.0,3.4,1.0,2.6,1,3,1,0,0,6.5,7.1,4.9,5.5,4.5,5.4,0,0,AI/ML Engineer,1,SYNTHETIC,92.9,81.6
ST04291,Student ST04291,CSE,7,7.41,70.5,73.5,0,5.1,4.9,3.9,7.0,3.4,3.6,1.0,4.1,2,2,2,1,0,7.3,7.3,6.1,6.3,7.5,7.4,2,0,Data Analyst,1,SYNTHETIC,90.3,91.2
ST04292,Student ST04292,ECE,7,7.13,77.8,69.9,0,4.7,7.1,5.1,4.9,3.5,3.6,6.2,4.0,1,1,1,1,0,4.8,6.6,3.9,8.1,8.5,5.5,1,0,Data Analyst,1,SYNTHETIC,92.4,93.1
ST04293,Student ST04293,ECE,8,9.84,87.6,97.0,0,6.8,6.5,6.4,6.8,2.5,3.2,3.2,4.8,0,2,2,1,0,8.4,6.7,6.0,5.8,6.3,6.2,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,92.2,62.7
ST04294,Student ST04294,ECE,8,7.78,79.3,74.3,0,6.6,5.7,6.5,5.4,5.3,5.0,3.3,1.9,0,3,2,0,1,7.9,7.0,4.9,7.2,6.7,6.7,1,0,Data Analyst,1,SYNTHETIC,81.1,80.3
ST04295,Student ST04295,ECE,8,7.07,68.2,75.9,0,4.4,4.6,5.7,6.5,2.6,4.7,3.4,1.0,0,1,2,1,0,5.7,4.9,4.8,6.6,7.7,5.1,1,0,AI/ML Engineer,1,SYNTHETIC,93.2,64.5
ST04296,Student ST04296,CSE,7,7.9,77.2,79.3,0,5.9,5.7,6.7,7.2,5.6,3.4,5.5,2.3,0,2,2,1,1,8.0,9.0,6.1,4.4,4.0,6.2,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,87.2,72.9
ST04297,Student ST04297,CSE,7,6.92,66.5,71.7,0,3.4,6.9,4.7,4.1,4.0,4.8,1.2,1.0,0,3,1,0,0,8.0,5.7,3.1,5.3,4.4,4.1,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,86.8,62.6
ST04298,Student ST04298,CSE,8,7.97,91.7,86.4,0,4.3,5.0,5.2,3.6,4.3,2.7,1.9,1.9,3,6,1,0,1,6.4,8.2,3.7,7.8,6.6,6.1,0,1,AI/ML Engineer,0,SYNTHETIC,88.9,85.9
ST04299,Student ST04299,CSE,8,8.82,85.7,80.6,0,8.1,5.9,6.0,6.0,4.6,6.2,5.2,3.5,1,4,2,1,0,8.2,4.6,7.1,6.2,5.5,6.3,4,0,QA Specialist,0,SYNTHETIC,96.3,77.4
ST04300,Student ST04300,ISE,7,6.22,63.2,67.0,0,5.2,5.2,7.2,6.9,4.0,3.8,5.8,1.3,1,1,2,0,1,3.8,5.3,5.2,3.2,3.1,4.7,0,0,Full-Stack Developer,0,SYNTHETIC,81.5,77.5
ST04301,Student ST04301,CSE,7,7.88,77.7,80.7,0,5.3,6.3,6.0,2.4,5.6,4.6,2.1,1.8,0,4,1,0,2,7.3,6.9,4.2,7.2,7.6,5.3,0,1,Full-Stack Developer,1,SYNTHETIC,83.9,68.7
ST04302,Student ST04302,CSE,8,7.73,80.6,76.8,0,4.9,3.8,5.1,6.5,3.4,4.1,2.9,5.6,4,1,2,0,2,5.8,7.4,5.8,5.8,5.4,5.1,0,0,Cybersecurity Specialist,1,SYNTHETIC,87.7,78.1
ST04303,Student ST04303,Mechanical,8,7.45,73.2,76.5,0,7.1,3.5,3.3,4.8,4.2,4.0,5.0,2.7,1,1,2,1,1,6.5,4.4,5.1,6.1,4.2,5.0,0,0,Data Analyst,0,SYNTHETIC,80.5,63.2
ST04304,Student ST04304,CSE,7,8.83,90.8,85.7,0,5.2,4.8,5.4,5.8,4.5,5.0,4.4,2.8,2,2,2,1,1,5.2,6.7,5.6,5.8,5.4,5.9,0,0,AI/ML Engineer,1,SYNTHETIC,87.7,77.4
ST04305,Student ST04305,ISE,8,6.58,70.4,76.7,0,4.8,4.9,5.3,3.7,5.4,5.4,2.6,2.2,2,2,1,0,1,5.7,5.6,4.4,5.1,5.0,4.7,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,83.1,76.0
ST04306,Student ST04306,ISE,8,7.63,76.3,69.7,0,6.5,3.9,5.4,7.5,4.5,6.1,3.8,1.3,2,1,2,1,0,4.8,5.5,7.2,8.5,7.3,7.4,1,0,Data Analyst,1,SYNTHETIC,92.2,94.4
ST04307,Student ST04307,Mechanical,7,7.85,78.6,78.8,0,4.5,5.6,6.9,5.1,7.2,4.2,3.2,2.4,1,3,1,1,0,8.0,7.7,5.1,8.4,8.0,5.9,1,1,AI/ML Engineer,1,SYNTHETIC,78.8,67.2
ST04308,Student ST04308,CSE,8,6.34,65.9,66.9,1,1.2,2.9,4.1,5.9,3.5,6.3,1.4,2.6,1,3,1,0,0,7.3,5.0,4.3,6.0,5.4,3.8,1,0,Full-Stack Developer,0,SYNTHETIC,88.2,61.1
ST04309,Student ST04309,ISE,8,7.07,74.2,65.1,0,4.3,6.0,4.4,3.4,1.6,1.0,1.1,1.9,0,6,1,0,0,8.1,5.7,3.0,4.4,4.9,5.8,0,0,AI/ML Engineer,1,SYNTHETIC,81.8,79.6
ST04310,Student ST04310,ISE,8,7.9,85.8,80.9,0,6.0,5.3,6.7,4.5,3.9,3.2,2.2,5.3,1,3,2,0,0,5.1,5.3,5.7,5.9,6.3,5.7,1,0,AI/ML Engineer,1,SYNTHETIC,85.8,68.2
ST04311,Student ST04311,Mechanical,7,6.45,64.9,66.5,0,4.4,5.1,4.3,2.8,2.3,6.1,3.6,1.0,3,3,1,0,0,6.9,5.2,2.8,4.9,4.9,3.3,0,0,Data Analyst,0,SYNTHETIC,89.4,81.4
ST04312,Student ST04312,ISE,7,5.94,66.5,62.2,0,2.8,5.5,4.4,3.8,3.1,3.6,3.8,1.0,0,2,1,0,0,5.4,6.0,2.5,5.9,5.6,3.2,1,0,Full-Stack Developer,0,SYNTHETIC,78.1,71.9
ST04313,Student ST04313,ECE,7,7.63,74.8,77.7,0,6.5,5.7,5.8,5.6,5.9,4.1,5.7,2.5,2,6,2,0,1,5.2,6.2,6.6,5.3,3.9,6.3,2,0,QA Specialist,1,SYNTHETIC,98.1,67.4
ST04314,Student ST04314,ISE,8,8.76,90.7,90.1,0,7.8,7.3,4.8,6.8,3.3,4.5,4.4,3.7,0,1,2,2,0,7.6,8.8,7.2,7.9,5.3,8.0,1,1,Cybersecurity Specialist,1,SYNTHETIC,94.7,75.7
ST04315,Student ST04315,CSE,8,6.96,65.5,72.5,0,6.1,6.7,5.8,7.3,3.9,3.5,3.0,4.2,0,4,2,1,1,5.5,6.1,6.5,6.2,6.4,7.7,0,0,Data Analyst,0,SYNTHETIC,89.2,87.2
ST04316,Student ST04316,CSE,8,6.04,62.2,61.8,0,2.3,5.2,3.7,3.7,4.5,4.5,3.7,4.0,0,5,1,0,1,4.5,4.8,3.3,4.4,4.3,3.6,2,0,Full-Stack Developer,0,SYNTHETIC,87.8,85.7
ST04317,Student ST04317,ISE,7,9.95,98.0,97.0,0,8.0,8.6,7.1,7.4,5.5,5.0,4.0,4.5,0,3,2,0,1,7.9,7.3,6.4,6.1,7.3,8.5,0,0,Full-Stack Developer,1,SYNTHETIC,90.7,87.8
ST04318,Student ST04318,ISE,7,6.56,73.5,69.9,0,6.2,4.7,5.7,5.0,6.5,5.2,4.2,3.1,1,3,2,1,0,5.9,6.0,5.4,6.3,4.8,6.5,0,0,Data Analyst,1,SYNTHETIC,76.5,91.2
ST04319,Student ST04319,ECE,8,7.9,73.2,75.4,0,5.9,4.3,4.5,4.6,5.6,7.0,3.5,1.0,0,3,1,0,0,6.0,6.6,5.5,7.4,6.3,5.4,0,1,Full-Stack Developer,1,SYNTHETIC,94.2,91.5
ST04320,Student ST04320,ECE,8,6.99,77.8,74.7,0,5.0,5.9,6.3,4.2,2.5,4.2,4.6,4.2,0,1,1,0,0,7.1,5.9,5.2,6.2,6.5,4.7,0,0,Cloud/DevOps Engineer,1,SYNTHETIC,94.7,73.1
ST04321,Student ST04321,ISE,8,7.83,79.2,75.9,0,4.9,7.5,5.4,6.2,4.3,6.0,6.2,4.1,1,3,2,1,0,6.0,7.3,5.3,7.5,7.8,6.3,1,1,Data Analyst,1,SYNTHETIC,81.3,92.7
ST04322,Student ST04322,ISE,8,7.6,71.7,79.0,0,5.1,5.2,3.2,2.2,1.2,3.4,2.8,1.0,0,1,1,0,0,5.1,5.8,4.2,6.7,4.9,4.9,2,0,Cloud/DevOps Engineer,1,SYNTHETIC,94.9,60.8
ST04323,Student ST04323,CSE,8,5.36,64.7,59.0,0,3.8,5.3,4.1,3.1,2.9,2.9,4.0,1.6,2,3,1,0,1,5.7,5.2,3.2,3.9,5.8,3.7,3,0,AI/ML Engineer,0,SYNTHETIC,75.7,76.3
ST04324,Student ST04324,Mechanical,8,8.18,79.2,80.7,0,5.1,7.3,8.9,7.5,6.6,3.8,3.3,3.9,1,1,2,2,1,7.5,6.1,6.7,5.4,5.7,6.1,1,0,Data Analyst,1,SYNTHETIC,87.7,94.4
ST04325,Student ST04325,ISE,7,7.81,74.9,81.2,0,6.4,6.9,2.7,6.7,4.9,4.9,4.6,2.8,1,2,2,0,0,6.1,8.6,6.8,5.2,6.8,5.3,1,0,Full-Stack Developer,1,SYNTHETIC,76.3,86.2
ST04326,Student ST04326,CSE,7,7.48,73.1,72.5,0,5.2,5.5,6.1,6.2,3.7,4.7,3.0,1.5,2,4,2,1,1,4.6,6.8,6.5,6.9,5.0,5.4,1,0,Cybersecurity Specialist,1,SYNTHETIC,80.1,66.6
ST04327,Student ST04327,Mechanical,8,6.79,65.8,71.2,0,6.5,3.6,3.4,1.6,1.0,5.9,3.7,2.3,0,2,1,0,0,6.4,5.6,2.7,5.9,5.8,5.3,0,0,QA Specialist,1,SYNTHETIC,87.7,73.5
ST04328,Student ST04328,ISE,8,7.12,68.2,78.2,0,3.7,6.1,5.4,5.9,3.5,3.8,4.2,3.3,1,1,1,0,0,4.1,5.4,6.5,4.5,3.6,4.9,1,0,QA Specialist,0,SYNTHETIC,84.5,88.2
ST04329,Student ST04329,CSE,8,7.79,79.0,74.7,0,6.0,6.1,5.3,7.5,2.6,4.0,6.8,2.7,0,2,2,0,0,5.6,7.0,7.6,6.6,6.0,7.5,1,0,Cloud/DevOps Engineer,1,SYNTHETIC,79.8,69.3
ST04330,Student ST04330,CSE,7,8.2,81.6,82.2,0,6.4,7.9,8.0,9.2,2.5,6.0,5.8,4.5,0,6,2,2,0,5.7,7.1,7.6,6.3,6.2,7.1,1,0,Cybersecurity Specialist,1,SYNTHETIC,94.5,84.7
ST04331,Student ST04331,ECE,7,6.87,67.4,72.7,0,4.1,2.9,6.8,1.6,1.7,4.4,2.1,3.3,1,3,1,0,0,6.8,6.6,2.0,7.7,8.4,6.1,0,0,AI/ML Engineer,0,SYNTHETIC,87.5,78.4
ST04332,Student ST04332,ECE,7,8.11,82.1,77.4,0,5.5,3.6,2.8,4.9,7.1,4.4,2.0,3.3,0,1,1,0,0,5.8,5.9,4.0,6.9,5.5,5.6,0,0,AI/ML Engineer,1,SYNTHETIC,84.2,83.5
ST04333,Student ST04333,ECE,7,6.99,72.9,77.4,0,4.5,3.4,6.8,4.7,2.3,1.7,2.3,1.9,1,2,1,0,0,5.4,5.7,4.8,4.8,3.5,6.0,0,0,Data Analyst,0,SYNTHETIC,95.8,61.2
ST04334,Student ST04334,CSE,8,6.66,66.9,65.2,0,3.0,2.9,5.0,3.2,4.0,5.0,3.2,1.0,1,2,1,0,0,4.9,4.6,2.7,3.1,2.0,5.3,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,91.0,63.6
ST04335,Student ST04335,CSE,8,7.87,74.9,87.0,0,3.9,3.9,4.5,5.2,3.9,3.6,4.2,1.0,4,3,1,0,1,7.3,6.3,4.8,5.7,3.9,6.0,0,0,Cloud/DevOps Engineer,0,SYNTHETIC,93.3,64.1
ST04336,Student ST04336,ISE,8,6.68,63.1,70.6,1,6.0,4.6,3.6,5.3,3.6,2.9,2.0,2.2,1,6,2,1,1,5.6,5.7,5.3,8.1,7.7,7.5,0,0,Data Analyst,0,SYNTHETIC,95.5,92.0
ST04337,Student ST04337,ECE,8,6.04,55.0,62.5,0,4.2,4.7,4.5,4.2,1.0,1.0,3.1,1.7,1,3,1,0,0,6.8,4.7,4.5,5.3,7.2,3.4,1,0,AI/ML Engineer,0,SYNTHETIC,91.3,70.8
ST04338,Student ST04338,CSE,8,6.94,67.8,72.0,0,4.8,3.6,4.9,6.0,1.7,4.5,1.9,1.5,1,1,2,1,0,6.2,4.7,5.7,6.3,6.4,5.2,1,0,QA Specialist,0,SYNTHETIC,84.7,84.8
ST04339,Student ST04339,ECE,8,7.41,82.4,76.4,0,5.8,7.6,7.8,7.5,3.8,5.5,1.8,2.4,0,2,2,0,0,6.6,6.2,7.1,7.5,7.7,7.7,0,0,Cybersecurity Specialist,1,SYNTHETIC,94.6,76.1
ST04340,Student ST04340,CSE,7,7.82,78.5,78.0,0,5.2,5.2,3.7,4.5,3.7,4.4,1.0,5.2,0,1,1,1,1,8.1,9.0,5.3,5.8,6.3,3.9,2,0,QA Specialist,1,SYNTHETIC,81.3,72.8
ST04341,Student ST04341,CSE,8,6.39,69.3,63.9,0,4.4,7.5,2.8,4.1,3.8,4.3,2.2,1.5,0,1,1,0,3,6.3,5.7,2.9,7.3,7.0,5.4,2,0,Cybersecurity Specialist,1,SYNTHETIC,94.9,64.2
ST04342,Student ST04342,CSE,8,7.42,76.0,68.6,0,4.2,4.4,2.1,4.5,1.6,4.2,1.0,5.1,3,1,1,0,1,4.9,6.2,4.3,5.7,4.4,6.2,1,0,Cybersecurity Specialist,1,SYNTHETIC,80.3,85.7
ST04343,Student ST04343,CSE,7,6.82,77.9,66.3,0,5.2,6.3,5.8,3.5,3.9,4.5,2.4,1.7,0,5,1,0,0,7.6,5.5,4.3,6.6,7.0,4.7,1,0,Data Analyst,1,SYNTHETIC,80.2,85.8
ST04344,Student ST04344,ECE,7,5.71,58.4,62.2,0,3.6,3.1,3.7,5.6,3.9,1.6,1.0,1.0,1,1,1,0,1,5.1,5.6,4.1,6.0,5.8,5.4,0,0,Cybersecurity Specialist,0,SYNTHETIC,93.2,67.0
ST04345,Student ST04345,ECE,7,7.38,74.5,68.5,0,6.6,5.2,5.4,5.2,2.0,3.7,6.0,4.2,4,1,2,0,0,4.9,7.3,6.3,5.8,3.5,5.4,0,0,QA Specialist,0,SYNTHETIC,98.0,85.1
ST04346,Student ST04346,Mechanical,7,7.28,75.4,75.4,0,5.7,4.4,4.2,5.6,2.3,4.9,2.4,1.0,2,1,2,0,0,5.3,6.3,5.8,5.1,6.5,5.7,1,0,QA Specialist,1,SYNTHETIC,90.9,80.0
ST04347,Student ST04347,ECE,7,7.37,74.0,76.7,0,6.2,4.2,4.1,3.7,1.4,4.5,4.5,6.8,0,4,1,0,0,4.4,5.5,4.8,8.1,7.0,6.3,0,1,AI/ML Engineer,0,SYNTHETIC,93.0,77.3
ST04348,Student ST04348,ECE,8,6.02,58.5,62.4,1,3.2,4.8,4.5,5.3,3.6,2.5,4.3,2.3,1,2,1,0,0,4.9,6.9,4.5,5.3,5.5,5.0,1,0,Data Analyst,0,SYNTHETIC,92.6,64.2
ST04349,Student ST04349,ISE,7,5.66,55.0,60.0,0,4.8,4.2,4.1,3.0,1.0,1.0,1.0,2.2,1,1,1,0,1,7.1,4.5,3.6,7.1,5.4,5.5,1,1,AI/ML Engineer,0,SYNTHETIC,80.1,79.4
